soccode, level1, level2, level3, level4, fullcode, title, description
29-1024,NOPE,NOPE,NOPE,NOPE,29-1024.00,Prosthodontists,"Construct oral prostheses to replace missing teeth and other oral structures to correct natural and acquired deformation of mouth and jaws, to restore and maintain oral function, such as chewing and speaking, and to improve appearance."
29-1029,NOPE,NOPE,NOPE,NOPE,29-1029.00,"Dentists, All Other Specialists",All dentists not listed separately.
29-1031,31.12,34.07,37.02,39.97,29-1031.00,Dietitians and Nutritionists,"Plan and conduct food service or nutritional programs to assist in the promotion of health and control of disease. May supervise activities of a department providing quantity food services, counsel individuals, or conduct nutritional research."
29-1041,NOPE,NOPE,NOPE,NOPE,29-1041.00,Optometrists,"Diagnose, manage, and treat conditions and diseases of the human eye and visual system. Examine eyes and visual system, diagnose problems or impairments, prescribe corrective lenses, and provide treatment. May prescribe therapeutic drugs to treat specific eye conditions."
29-1051,70.59,72.30,74.00,75.71,29-1051.00,Pharmacists,"Dispense drugs prescribed by physicians and other health practitioners and provide information to patients about medications and their use. May advise physicians and other health practitioners on the selection, dosage, interactions, and side effects of medications."
29-1061,NOPE,NOPE,NOPE,NOPE,29-1061.00,Anesthesiologists,"Physicians who administer anesthetics prior to, during, or after surgery or other medical procedures."
29-1062,NOPE,NOPE,NOPE,NOPE,29-1062.00,Family and General Practitioners,"Physicians who diagnose, treat, and help prevent diseases and injuries that commonly occur in the general population. May refer patients to specialists when needed for further diagnosis or treatment."
29-1063,NOPE,NOPE,NOPE,NOPE,29-1063.00,"Internists, General",Physicians who diagnose and provide non-surgical treatment of diseases and injuries of internal organ systems. Provide care mainly for adults who have a wide range of problems associated with the internal organs.
29-1064,NOPE,NOPE,NOPE,NOPE,29-1064.00,Obstetricians and Gynecologists,"Physicians who provide medical care related to pregnancy or childbirth and those who diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general medical care to women."
29-1065,NOPE,NOPE,NOPE,NOPE,29-1065.00,"Pediatricians, General","Physicians who diagnose, treat, and help prevent childrens diseases and injuries."
29-1066,NOPE,NOPE,NOPE,NOPE,29-1066.00,Psychiatrists,"Physicians who diagnose, treat, and help prevent disorders of the mind."
29-1067,NOPE,NOPE,NOPE,NOPE,29-1067.00,Surgeons,"Physicians who treat diseases, injuries, and deformities by invasive, minimally-invasive, or non-invasive surgical methods, such as using instruments, appliances, or by manual manipulation."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.12,Urologists,"Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.11,Sports Medicine Physicians,"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.10,Radiologists,Examine and diagnose disorders and diseases using x-rays and radioactive materials. May treat patients.
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.09,Preventive Medicine Physicians,"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of clinical health promotion and disease prevention."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.08,Physical Medicine and Rehabilitation Physicians,"Diagnose and treat disorders requiring physiotherapy to provide physical, mental, and occupational rehabilitation."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.07,Pathologists,"Diagnose presence and stage of diseases using laboratory techniques and patient specimens. Study the nature, cause, and development of diseases. May perform autopsies."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.06,Ophthalmologists,"Diagnose, treat, and help prevent diseases and injuries of the eyes and related structures."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.05,Nuclear Medicine Physicians,"Diagnose and treat diseases using radioactive materials and techniques. May monitor radionuclide preparation, administration, and disposition."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.04,Neurologists,"Diagnose, treat, and help prevent diseases and disorders of the nervous system."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.03,Hospitalists,"Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.02,Dermatologists,"Diagnose, treat, and help prevent diseases or other conditions of the skin."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.01,Allergists and Immunologists,"Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system."
29-1069,NOPE,NOPE,NOPE,NOPE,29-1069.00,"Physicians and Surgeons, All Other",All physicians and surgeons not listed separately.
29-1071,56.14,78.36,100.58,122.80,29-1071.01,Anesthesiologist Assistants,Assist anesthesiologists in the administration of anesthesia for surgical and non-surgical procedures. Monitor patient status and provide patient care during surgical treatment.
29-1071,56.14,78.36,100.58,122.80,29-1071.00,Physician Assistants,"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants."
29-1081,NOPE,NOPE,NOPE,NOPE,29-1081.00,Podiatrists,Diagnose and treat diseases and deformities of the human foot.
29-1122,40.89,46.76,52.63,58.50,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists","Provide therapy to patients with visual impairments to improve their functioning in daily life activities. May train patients in activities such as computer use, communication skills, or home management skills."
29-1122,40.89,46.76,52.63,58.50,29-1122.00,Occupational Therapists,"Assess, plan, organize, and participate in rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays."
29-1123,44.71,55.27,65.83,76.39,29-1123.00,Physical Therapists,"Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury."
29-1124,38.26,49.65,61.05,72.44,29-1124.00,Radiation Therapists,"Provide radiation therapy to patients as prescribed by a radiologist according to established practices and standards. Duties may include reviewing prescription and diagnosis; acting as liaison with physician and supportive care personnel; preparing equipment, such as immobilization, treatment, and protection devices; and maintaining records, reports, and files. May assist in dosimetry procedures and tumor localization."
29-1125,16.88,21.76,26.64,31.52,29-1125.02,Music Therapists,"Plan, organize, or direct medically prescribed music therapy activities designed to positively influence patients psychological or behavioral status."
29-1125,16.88,21.76,26.64,31.52,29-1125.01,Art Therapists,"Plan or conduct art therapy sessions or programs to improve clients physical, cognitive, or emotional well-being."
29-1125,16.88,21.76,26.64,31.52,29-1125.00,Recreational Therapists,"Plan, direct, or coordinate medically-approved recreation programs for patients in hospitals, nursing homes, or other institutions. Activities include sports, trips, dramatics, social activities, and arts and crafts. May assess a patient condition and recommend appropriate recreational activity."
29-1126,27.30,30.82,34.34,37.86,29-1126.00,Respiratory Therapists,"Assess, treat, and care for patients with breathing disorders. Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians. Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and operate equipment."
29-1127,28.00,38.36,48.72,59.08,29-1127.00,Speech-Language Pathologists,"Assess and treat persons with speech, language, voice, and fluency disorders. May select alternative communication systems and teach their use. May perform research related to speech and language problems."
29-1128,21.48,27.71,33.94,40.17,29-1128.00,Exercise Physiologists,"Assess, plan, or implement fitness programs that include exercise or physical activities such as those designed to improve cardiorespiratory function, body composition, muscular strength, muscular endurance, or flexibility."
29-1128,21.48,27.71,33.94,40.17,29-1128.00,Exercise Physiologists,"Assess, plan, or implement fitness programs that include exercise or physical activities such as those designed to improve cardiorespiratory function, body composition, muscular strength, muscular endurance, or flexibility."
29-1129,28.76,35.76,42.76,49.76,29-1129.00,"Therapists, All Other",All therapists not listed separately.
29-1131,43.32,52.19,61.07,69.94,29-1131.00,Veterinarians,"Diagnose, treat, or research diseases and injuries of animals. Includes veterinarians who conduct research and development, inspect livestock, or care for pets and companion animals."
29-1141,34.92,38.11,41.31,44.50,29-1141.04,Clinical Nurse Specialists,"Plan, direct, or coordinate the daily patient care activities in a clinical practice. Ensure adherence to established clinical policies, protocols, regulations, and standards."
29-1141,34.92,38.11,41.31,44.50,29-1141.03,Critical Care Nurses,Provide advanced nursing care for patients in critical or coronary care units.
29-1141,34.92,38.11,41.31,44.50,29-1141.02,Advanced Practice Psychiatric Nurses,Provide advanced nursing care for patients with psychiatric disorders. May provide psychotherapy under the direction of a psychiatrist.
29-1141,34.92,38.11,41.31,44.50,29-1141.01,Acute Care Nurses,"Provide advanced nursing care for patients with acute conditions such as heart attacks, respiratory distress syndrome, or shock. May care for pre- and post-operative patients or perform advanced, invasive diagnostic or therapeutic procedures."
29-1141,34.92,38.11,41.31,44.50,29-1141.00,Registered Nurses,"Assess patient health problems and needs, develop and implement nursing care plans, and maintain medical records. Administer nursing care to ill, injured, convalescent, or disabled patients. May advise patients on health maintenance and disease prevention or provide case management. Licensing or registration required."
29-1161,37.67,48.18,58.69,69.20,29-1161.00,Nurse Midwives,"Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education."
29-1171,56.01,61.75,67.49,73.23,29-1171.00,Nurse Practitioners,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education."
29-1181,38.27,43.69,49.10,54.52,29-1181.00,Audiologists,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.
29-1199,29.45,55.43,81.41,107.39,29-1199.05,Orthoptists,Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.
29-1199,29.45,55.43,81.41,107.39,29-1199.04,Naturopathic Physicians,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies."
29-1199,29.45,55.43,81.41,107.39,29-1199.01,Acupuncturists,Provide treatment of symptoms and disorders using needles and small electrical currents. May provide massage treatment. May also provide preventive treatments.
29-1199,29.45,55.43,81.41,107.39,29-1199.00,"Health Diagnosing and Treating Practitioners, All Other",All health diagnosing and treating practitioners not listed separately.
29-2011,23.79,29.39,34.99,40.59,29-2011.03,Histotechnologists and Histologic Technicians,Prepare histologic slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist in research studies.
29-2011,23.79,29.39,34.99,40.59,29-2011.02,Cytotechnologists,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices."
29-2011,23.79,29.39,34.99,40.59,29-2011.01,Cytogenetic Technologists,"Analyze chromosomes found in biological specimens such as amniotic fluids, bone marrow, and blood to aid in the study, diagnosis, or treatment of genetic diseases."
29-2011,23.79,29.39,34.99,40.59,29-2011.00,Medical and Clinical Laboratory Technologists,"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff."
29-2012,23.79,29.39,34.99,40.59,29-2012.00,Medical and Clinical Laboratory Technicians,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist."
29-2021,35.51,42.55,49.58,56.62,29-2021.00,Dental Hygienists,"Clean teeth and examine oral areas, head, and neck for signs of oral disease. May educate patients on oral hygiene, take and develop x rays, or apply fluoride or sealants."
29-2031,27.80,34.24,40.67,47.11,29-2031.00,Cardiovascular Technologists and Technicians,"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests. Includes vascular technologists."
29-2032,28.13,35.39,42.65,49.91,29-2032.00,Diagnostic Medical Sonographers,Produce ultrasonic recordings of internal organs for use by physicians.
29-2033,34.74,37.75,40.75,43.76,29-2033.00,Nuclear Medicine Technologists,"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques."
29-2034,27.59,33.39,39.19,44.99,29-2034.00,Radiologic Technologists,Take x rays and CAT scans or administer nonradioactive materials into patients blood stream for diagnostic purposes. Includes technologists who specialize in other scanning modalities.
29-2035,35.00,38.07,41.13,44.20,29-2035.00,Magnetic Resonance Imaging Technologists,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry."
29-2041,24.81,25.54,26.27,27.00,29-2041.00,Emergency Medical Technicians and Paramedics,"Assess injuries, administer emergency medical care, and extricate trapped individuals. Transport injured or sick persons to medical facilities."
29-2051,8.85,16.33,23.82,31.30,29-2051.00,Dietetic Technicians,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals."
29-2052,16.93,18.54,20.14,21.75,29-2052.00,Pharmacy Technicians,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders."
29-2053,16.25,19.16,22.06,24.97,29-2053.00,Psychiatric Technicians,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications."
29-2054,17.00,22.67,28.35,34.02,29-2054.00,Respiratory Therapy Technicians,Provide respiratory care under the direction of respiratory therapists and physicians.
29-2055,21.10,25.78,30.45,35.13,29-2055.00,Surgical Technologists,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments."
29-2056,13.78,16.22,18.65,21.09,29-2056.00,Veterinary Technologists and Technicians,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery."
29-2057,13.86,16.59,19.31,22.04,29-2057.00,Ophthalmic Medical Technicians,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses."
29-2061,25.21,26.57,27.94,29.30,29-2061.00,Licensed Practical and Licensed Vocational Nurses,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required."
29-2071,17.00,22.67,28.35,34.02,29-2071.00,Medical Records and Health Information Technicians,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the health care system. Process, maintain, compile, and report patient information for health requirements and standards in a manner consistent with the healthcare industrys numerical coding system."
29-2081,16.68,19.28,21.88,24.48,29-2081.00,"Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians."
29-2091,27.54,38.73,49.93,61.12,29-2091.00,Orthotists and Prosthetists,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions."
29-2092,22.20,32.82,43.43,54.05,29-2092.00,Hearing Aid Specialists,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds."
29-2099,17.00,22.67,28.35,34.02,29-2099.07,Surgical Assistants,"Assist surgeons during surgery by performing duties such as tissue retraction, insertion of tubes and intravenous lines, or closure of surgical wounds. Perform preoperative and postoperative duties to facilitate patient care."
29-2099,17.00,22.67,28.35,34.02,29-2099.06,Radiologic Technicians,Maintain and use equipment and supplies necessary to demonstrate portions of the human body on x-ray film or fluoroscopic screen for diagnostic purposes.
29-2099,17.00,22.67,28.35,34.02,29-2099.05,Ophthalmic Medical Technologists,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses."
29-2099,17.00,22.67,28.35,34.02,29-2099.01,Neurodiagnostic Technologists,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies."
29-2099,17.00,22.67,28.35,34.02,29-2099.00,"Health Technologists and Technicians, All Other",All health technologists and technicians not listed separately.
29-9011,34.73,47.66,60.59,73.52,29-9011.00,Occupational Health and Safety Specialists,"Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector. Includes environmental protection officers."
29-9012,21.41,30.05,38.68,47.32,29-9012.00,Occupational Health and Safety Technicians,"Collect data on work environments for analysis by occupational health and safety specialists. Implement and conduct evaluation of programs designed to limit chemical, physical, biological, and ergonomic risks to workers."
29-9091,52610.00,63250.00,73890.00,84530.00,29-9091.00,Athletic Trainers,"Evaluate and advise individuals to assist recovery from or avoid athletic-related injuries or illnesses, or maintain peak physical fitness. May provide first aid or emergency care."
29-9092,34.90,41.92,48.95,55.97,29-9092.00,Genetic Counselors,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling."
29-9099,20.94,25.33,29.71,34.10,29-9099.01,Midwives,Provide prenatal care and childbirth assistance.
29-9099,20.94,25.33,29.71,34.10,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",All healthcare practitioners and technical workers not listed separately.
31-1011,9.21,11.69,14.16,16.64,31-1011.00,Home Health Aides,"Provide routine individualized healthcare such as changing bandages and dressing wounds, and applying topical medications to the elderly, convalescents, or persons with disabilities at the patients home or in a care facility. Monitor or report changes in health status. May also provide personal care such as bathing, dressing, and grooming of patient."
31-1013,12.30,14.68,17.07,19.45,31-1013.00,Psychiatric Aides,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies."
31-1014,14.46,15.74,17.03,18.31,31-1014.00,Nursing Assistants,"Provide basic patient care under direction of nursing staff. Perform duties such as feed, bathe, dress, groom, or move patients, or change linens. May transfer or transport patients. Includes nursing care attendants, nursing aides, and nursing attendants."
31-1015,11.45,13.00,14.54,16.09,31-1015.00,Orderlies,"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment."
31-2011,35.18,38.80,42.42,46.04,31-2011.00,Occupational Therapy Assistants,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with State laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training."
31-2012,13.03,15.94,18.85,21.76,31-2012.00,Occupational Therapy Aides,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room."
31-2021,28.95,34.60,40.25,45.90,31-2021.00,Physical Therapist Assistants,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with State laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training."
31-2022,12.78,14.16,15.53,16.91,31-2022.00,Physical Therapist Aides,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area."
31-9011,NOPE,NOPE,NOPE,NOPE,31-9011.00,Massage Therapists,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans."
31-9091,17.32,19.68,22.03,24.39,31-9091.00,Dental Assistants,"Assist dentist, set up equipment, prepare patient for treatment, and keep records."
31-9092,17.12,18.72,20.31,21.91,31-9092.00,Medical Assistants,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician."
31-9093,13.49,16.33,19.17,22.01,31-9093.00,Medical Equipment Preparers,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment."
31-9094,15.57,17.58,19.58,21.59,31-9094.00,Medical Transcriptionists,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction."
31-9095,11.22,15.99,20.77,25.54,31-9095.00,Pharmacy Aides,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling."
31-9096,12.18,13.32,14.46,15.60,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine post-operative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists."
31-9097,13.84,15.61,17.39,19.16,31-9097.00,Phlebotomists,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions."
31-9099,13.71,16.93,20.14,23.36,31-9099.02,Endoscopy Technicians,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.
31-9099,13.71,16.93,20.14,23.36,31-9099.01,Speech-Language Pathology Assistants,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems."
31-9099,13.71,16.93,20.14,23.36,31-9099.00,"Healthcare Support Workers, All Other",All healthcare support workers not listed separately.
33-1011,21.82,27.16,32.49,37.83,33-1011.00,First-Line Supervisors of Correctional Officers,Directly supervise and coordinate activities of correctional officers and jailers.
33-1012,45.04,53.77,62.49,71.22,33-1012.00,First-Line Supervisors of Police and Detectives,Directly supervise and coordinate activities of members of police force.
33-1021,30.05,38.57,47.08,55.60,33-1021.02,Forest Fire Fighting and Prevention Supervisors,Supervise fire fighters who control and suppress fires in forests or vacant public land.
33-1021,30.05,38.57,47.08,55.60,33-1021.01,Municipal Fire Fighting and Prevention Supervisors,"Supervise fire fighters who control and extinguish municipal fires, protect life and property, and conduct rescue efforts."
33-1021,30.05,38.57,47.08,55.60,33-1021.00,First-Line Supervisors of Fire Fighting and Prevention Workers,Directly supervise and coordinate activities of workers engaged in fire fighting and fire prevention and control.
33-1099,17.47,23.11,28.75,34.39,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",All protective service supervisors not listed separately above.
33-2011,21.59,27.69,33.80,39.90,33-2011.02,Forest Firefighters,Control and suppress fires in forests or vacant public land.
33-2011,21.59,27.69,33.80,39.90,33-2011.01,Municipal Firefighters,"Control and extinguish municipal fires, protect life and property and conduct rescue efforts."
33-2011,21.59,27.69,33.80,39.90,33-2011.00,Firefighters,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance."
33-2021,28.24,33.22,38.19,43.17,33-2021.02,Fire Investigators,Conduct investigations to determine causes of fires and explosions.
33-2021,28.24,33.22,38.19,43.17,33-2021.01,Fire Inspectors,Inspect buildings and equipment to detect fire hazards and enforce state and local regulations.
33-2021,28.24,33.22,38.19,43.17,33-2021.00,Fire Inspectors and Investigators,"Inspect buildings to detect fire hazards and enforce local ordinances and State laws, or investigate and gather facts to determine cause of fires and explosions."
33-2022,28.59,37.85,47.12,56.38,33-2022.00,Forest Fire Inspectors and Prevention Specialists,"Enforce fire regulations, inspect forest for fire hazards and recommend forest fire prevention or control measures. May report forest fires and weather conditions."
33-3011,27.79,30.10,32.42,34.73,33-3011.00,Bailiffs,Maintain order in courts of law.
33-3012,21.31,22.43,23.56,24.68,33-3012.00,Correctional Officers and Jailers,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions."
33-3021,42.31,48.54,54.77,61.00,33-3021.06,Intelligence Analysts,"Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism."
33-3021,42.31,48.54,54.77,61.00,33-3021.05,Immigration and Customs Inspectors,"Investigate and inspect persons, common carriers, goods, and merchandise, arriving in or departing from the United States or between states to detect violations of immigration and customs laws and regulations."
33-3021,42.31,48.54,54.77,61.00,33-3021.03,Criminal Investigators and Special Agents,"Investigate alleged or suspected criminal violations of Federal, state, or local laws to determine if evidence is sufficient to recommend prosecution."
33-3021,42.31,48.54,54.77,61.00,33-3021.02,Police Identification and Records Officers,"Collect evidence at crime scene, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases."
33-3021,42.31,48.54,54.77,61.00,33-3021.01,Police Detectives,Conduct investigations to prevent crimes or solve criminal cases.
33-3021,42.31,48.54,54.77,61.00,33-3021.00,Detectives and Criminal Investigators,"Conduct investigations related to suspected violations of Federal, State, or local laws to prevent or solve crimes."
33-3031,31.97,33.64,35.31,36.98,33-3031.00,Fish and Game Wardens,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.
33-3041,13.86,17.18,20.51,23.83,33-3041.00,Parking Enforcement Workers,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles."
33-3051,28.02,33.28,38.55,43.81,33-3051.03,Sheriffs and Deputy Sheriffs,"Enforce law and order in rural or unincorporated districts or serve legal processes of courts. May patrol courthouse, guard court or grand jury, or escort defendants."
33-3051,28.02,33.28,38.55,43.81,33-3051.01,Police Patrol Officers,"Patrol assigned area to enforce laws and ordinances, regulate traffic, control crowds, prevent crime, and arrest violators."
33-3051,28.02,33.28,38.55,43.81,33-3051.00,Police and Sheriffs Patrol Officers,"Maintain order and protect life and property by enforcing local, tribal, State, or Federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts."
33-3052,35.05,40.11,45.16,50.22,33-3052.00,Transit and Railroad Police,"Protect and police railroad and transit property, employees, or passengers."
33-9011,17.41,19.66,21.92,24.17,33-9011.00,Animal Control Workers,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals."
33-9021,27.44,32.44,37.45,42.45,33-9021.00,Private Detectives and Investigators,"Gather, analyze, compile and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment."
