soccode, level1, level2, level3, level4, fullcode, title, description
29-1151,NOPE,NOPE,NOPE,NOPE,29-1151.00,Nurse Anesthetists,"Administer anesthesia, monitor patients vital signs, and oversee patient recovery from anesthesia. May assist anesthesiologists, surgeons, other physicians, or dentists. Must be registered nurses who have specialized graduate education."
29-1161,44.17,49.78,55.40,61.01,29-1161.00,Nurse Midwives,"Diagnose and coordinate all aspects of the birthing process, either independently or as part of a healthcare team. May provide well-woman gynecological care. Must have specialized, graduate nursing education."
29-1171,45.42,52.04,58.66,65.28,29-1171.00,Nurse Practitioners,"Diagnose and treat acute, episodic, or chronic illness, independently or as part of a healthcare team. May focus on health promotion and disease prevention. May order, perform, or interpret diagnostic tests such as lab work and x rays. May prescribe medication. Must be registered nurses who have specialized graduate education."
29-1181,34.63,38.06,41.50,44.93,29-1181.00,Audiologists,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.
29-1199,34.94,50.84,66.73,82.63,29-1199.05,Orthoptists,Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.
29-1199,34.94,50.84,66.73,82.63,29-1199.04,Naturopathic Physicians,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies."
29-1199,34.94,50.84,66.73,82.63,29-1199.01,Acupuncturists,Provide treatment of symptoms and disorders using needles and small electrical currents. May provide massage treatment. May also provide preventive treatments.
29-1199,34.94,50.84,66.73,82.63,29-1199.00,"Health Diagnosing and Treating Practitioners, All Other",All health diagnosing and treating practitioners not listed separately.
29-2011,27.94,31.24,34.54,37.84,29-2011.03,Histotechnologists and Histologic Technicians,Prepare histologic slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist in research studies.
29-2011,27.94,31.24,34.54,37.84,29-2011.02,Cytotechnologists,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices."
29-2011,27.94,31.24,34.54,37.84,29-2011.01,Cytogenetic Technologists,"Analyze chromosomes found in biological specimens such as amniotic fluids, bone marrow, and blood to aid in the study, diagnosis, or treatment of genetic diseases."
29-2011,27.94,31.24,34.54,37.84,29-2011.00,Medical and Clinical Laboratory Technologists,"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff."
29-2012,27.94,31.24,34.54,37.84,29-2012.00,Medical and Clinical Laboratory Technicians,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist."
29-2021,35.51,38.73,41.96,45.18,29-2021.00,Dental Hygienists,"Clean teeth and examine oral areas, head, and neck for signs of oral disease. May educate patients on oral hygiene, take and develop x rays, or apply fluoride or sealants."
29-2031,21.97,26.51,31.04,35.58,29-2031.00,Cardiovascular Technologists and Technicians,"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests. Includes vascular technologists."
29-2032,31.13,34.85,38.56,42.28,29-2032.00,Diagnostic Medical Sonographers,Produce ultrasonic recordings of internal organs for use by physicians.
29-2033,31.27,37.85,44.42,51.00,29-2033.00,Nuclear Medicine Technologists,"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques."
29-2034,21.53,26.91,32.30,37.68,29-2034.00,Radiologic Technologists,Take x rays and CAT scans or administer nonradioactive materials into patients blood stream for diagnostic purposes. Includes technologists who specialize in other scanning modalities.
29-2035,28.88,34.13,39.39,44.64,29-2035.00,Magnetic Resonance Imaging Technologists,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry."
29-2041,15.83,18.38,20.92,23.47,29-2041.00,Emergency Medical Technicians and Paramedics,"Assess injuries, administer emergency medical care, and extricate trapped individuals. Transport injured or sick persons to medical facilities."
29-2051,10.78,14.97,19.15,23.34,29-2051.00,Dietetic Technicians,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals."
29-2052,10.88,13.78,16.67,19.57,29-2052.00,Pharmacy Technicians,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders."
29-2053,13.64,16.03,18.42,20.81,29-2053.00,Psychiatric Technicians,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications."
29-2054,17.05,21.69,26.33,30.97,29-2054.00,Respiratory Therapy Technicians,Provide respiratory care under the direction of respiratory therapists and physicians.
29-2055,21.99,24.47,26.94,29.42,29-2055.00,Surgical Technologists,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments."
29-2056,15.91,17.97,20.03,22.09,29-2056.00,Veterinary Technologists and Technicians,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery."
29-2057,16.10,18.48,20.87,23.25,29-2057.00,Ophthalmic Medical Technicians,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses."
29-2061,21.78,23.90,26.01,28.13,29-2061.00,Licensed Practical and Licensed Vocational Nurses,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required."
29-2071,17.05,21.69,26.33,30.97,29-2071.00,Medical Records and Health Information Technicians,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the health care system. Process, maintain, compile, and report patient information for health requirements and standards in a manner consistent with the healthcare industrys numerical coding system."
29-2081,14.64,17.56,20.48,23.40,29-2081.00,"Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians."
29-2091,22.17,29.72,37.27,44.82,29-2091.00,Orthotists and Prosthetists,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions."
29-2092,24.04,27.58,31.13,34.67,29-2092.00,Hearing Aid Specialists,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds."
29-2099,17.05,21.69,26.33,30.97,29-2099.07,Surgical Assistants,"Assist surgeons during surgery by performing duties such as tissue retraction, insertion of tubes and intravenous lines, or closure of surgical wounds. Perform preoperative and postoperative duties to facilitate patient care."
29-2099,17.05,21.69,26.33,30.97,29-2099.06,Radiologic Technicians,Maintain and use equipment and supplies necessary to demonstrate portions of the human body on x-ray film or fluoroscopic screen for diagnostic purposes.
29-2099,17.05,21.69,26.33,30.97,29-2099.05,Ophthalmic Medical Technologists,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses."
29-2099,17.05,21.69,26.33,30.97,29-2099.01,Neurodiagnostic Technologists,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies."
29-2099,17.05,21.69,26.33,30.97,29-2099.00,"Health Technologists and Technicians, All Other",All health technologists and technicians not listed separately.
29-9011,34.59,39.60,44.62,49.63,29-9011.00,Occupational Health and Safety Specialists,"Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector. Includes environmental protection officers."
29-9012,25.59,28.85,32.12,35.38,29-9012.00,Occupational Health and Safety Technicians,"Collect data on work environments for analysis by occupational health and safety specialists. Implement and conduct evaluation of programs designed to limit chemical, physical, biological, and ergonomic risks to workers."
29-9091,46590.00,53033.00,59477.00,65920.00,29-9091.00,Athletic Trainers,"Evaluate and advise individuals to assist recovery from or avoid athletic-related injuries or illnesses, or maintain peak physical fitness. May provide first aid or emergency care."
29-9092,35.21,41.16,47.10,53.05,29-9092.00,Genetic Counselors,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling."
29-9099,27.37,35.36,43.35,51.34,29-9099.01,Midwives,Provide prenatal care and childbirth assistance.
29-9099,27.37,35.36,43.35,51.34,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",All healthcare practitioners and technical workers not listed separately.
31-1011,12.08,14.08,16.08,18.08,31-1011.00,Home Health Aides,"Provide routine individualized healthcare such as changing bandages and dressing wounds, and applying topical medications to the elderly, convalescents, or persons with disabilities at the patients home or in a care facility. Monitor or report changes in health status. May also provide personal care such as bathing, dressing, and grooming of patient."
31-1013,16.75,21.19,25.64,30.08,31-1013.00,Psychiatric Aides,"Assist mentally impaired or emotionally disturbed patients, working under direction of nursing and medical staff. May assist with daily living activities, lead patients in educational and recreational activities, or accompany patients to and from examinations and treatments. May restrain violent patients. Includes psychiatric orderlies."
31-1014,13.71,15.93,18.14,20.36,31-1014.00,Nursing Assistants,"Provide basic patient care under direction of nursing staff. Perform duties such as feed, bathe, dress, groom, or move patients, or change linens. May transfer or transport patients. Includes nursing care attendants, nursing aides, and nursing attendants."
31-1015,13.77,15.61,17.46,19.30,31-1015.00,Orderlies,"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment."
31-2011,22.94,26.66,30.38,34.10,31-2011.00,Occupational Therapy Assistants,"Assist occupational therapists in providing occupational therapy treatments and procedures. May, in accordance with State laws, assist in development of treatment plans, carry out routine functions, direct activity programs, and document the progress of treatments. Generally requires formal training."
31-2012,13.48,18.14,22.81,27.47,31-2012.00,Occupational Therapy Aides,"Under close supervision of an occupational therapist or occupational therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing patient and treatment room."
31-2021,28.78,31.23,33.68,36.13,31-2021.00,Physical Therapist Assistants,"Assist physical therapists in providing physical therapy treatments and procedures. May, in accordance with State laws, assist in the development of treatment plans, carry out routine functions, document the progress of treatment, and modify specific treatments in accordance with patient status and within the scope of treatment plans established by a physical therapist. Generally requires formal training."
31-2022,13.93,15.04,16.15,17.26,31-2022.00,Physical Therapist Aides,"Under close supervision of a physical therapist or physical therapy assistant, perform only delegated, selected, or routine tasks in specific situations. These duties include preparing the patient and the treatment area."
31-9011,15.64,25.17,34.71,44.24,31-9011.00,Massage Therapists,"Perform therapeutic massages of soft tissues and joints. May assist in the assessment of range of motion and muscle strength, or propose client therapy plans."
31-9091,17.25,22.03,26.82,31.60,31-9091.00,Dental Assistants,"Assist dentist, set up equipment, prepare patient for treatment, and keep records."
31-9092,16.86,19.28,21.70,24.12,31-9092.00,Medical Assistants,"Perform administrative and certain clinical duties under the direction of a physician. Administrative duties may include scheduling appointments, maintaining medical records, billing, and coding information for insurance purposes. Clinical duties may include taking and recording vital signs and medical histories, preparing patients for examination, drawing blood, and administering medications as directed by physician."
31-9093,17.68,19.78,21.87,23.97,31-9093.00,Medical Equipment Preparers,"Prepare, sterilize, install, or clean laboratory or healthcare equipment. May perform routine laboratory tasks and operate or inspect equipment."
31-9094,18.23,19.83,21.43,23.03,31-9094.00,Medical Transcriptionists,"Transcribe medical reports recorded by physicians and other healthcare practitioners using various electronic devices, covering office visits, emergency room visits, diagnostic imaging studies, operations, chart reviews, and final summaries. Transcribe dictated reports and translate abbreviations into fully understandable form. Edit as necessary and return reports in either printed or electronic form for review and signature, or correction."
31-9095,9.74,11.40,13.05,14.71,31-9095.00,Pharmacy Aides,"Record drugs delivered to the pharmacy, store incoming merchandise, and inform the supervisor of stock needs. May operate cash register and accept prescriptions for filling."
31-9096,12.76,13.21,13.66,14.11,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,"Feed, water, and examine pets and other nonfarm animals for signs of illness, disease, or injury in laboratories and animal hospitals and clinics. Clean and disinfect cages and work areas, and sterilize laboratory and surgical equipment. May provide routine post-operative care, administer medication orally or topically, or prepare samples for laboratory examination under the supervision of veterinary or laboratory animal technologists or technicians, veterinarians, or scientists."
31-9097,16.96,18.41,19.85,21.30,31-9097.00,Phlebotomists,"Draw blood for tests, transfusions, donations, or research. May explain the procedure to patients and assist in the recovery of patients with adverse reactions."
31-9099,18.42,22.21,26.01,29.80,31-9099.02,Endoscopy Technicians,Maintain a sterile field to provide support for physicians and nurses during endoscopy procedures. Prepare and maintain instruments and equipment. May obtain specimens.
31-9099,18.42,22.21,26.01,29.80,31-9099.01,Speech-Language Pathology Assistants,"Assist speech-language pathologists in the assessment and treatment of speech, language, voice, and fluency disorders. Implement speech and language programs or activities as planned and directed by speech-language pathologists. Monitor the use of alternative communication devices and systems."
31-9099,18.42,22.21,26.01,29.80,31-9099.00,"Healthcare Support Workers, All Other",All healthcare support workers not listed separately.
33-1011,40.62,48.05,55.49,62.92,33-1011.00,First-Line Supervisors of Correctional Officers,Directly supervise and coordinate activities of correctional officers and jailers.
33-1012,45.88,53.42,60.96,68.50,33-1012.00,First-Line Supervisors of Police and Detectives,Directly supervise and coordinate activities of members of police force.
33-1021,42.37,47.37,52.36,57.36,33-1021.02,Forest Fire Fighting and Prevention Supervisors,Supervise fire fighters who control and suppress fires in forests or vacant public land.
33-1021,42.37,47.37,52.36,57.36,33-1021.01,Municipal Fire Fighting and Prevention Supervisors,"Supervise fire fighters who control and extinguish municipal fires, protect life and property, and conduct rescue efforts."
33-1021,42.37,47.37,52.36,57.36,33-1021.00,First-Line Supervisors of Fire Fighting and Prevention Workers,Directly supervise and coordinate activities of workers engaged in fire fighting and fire prevention and control.
33-1099,23.34,28.67,33.99,39.32,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",All protective service supervisors not listed separately above.
33-2011,23.11,26.92,30.74,34.55,33-2011.02,Forest Firefighters,Control and suppress fires in forests or vacant public land.
33-2011,23.11,26.92,30.74,34.55,33-2011.01,Municipal Firefighters,"Control and extinguish municipal fires, protect life and property and conduct rescue efforts."
33-2011,23.11,26.92,30.74,34.55,33-2011.00,Firefighters,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance."
33-2021,26.93,31.45,35.98,40.50,33-2021.02,Fire Investigators,Conduct investigations to determine causes of fires and explosions.
33-2021,26.93,31.45,35.98,40.50,33-2021.01,Fire Inspectors,Inspect buildings and equipment to detect fire hazards and enforce state and local regulations.
33-2021,26.93,31.45,35.98,40.50,33-2021.00,Fire Inspectors and Investigators,"Inspect buildings to detect fire hazards and enforce local ordinances and State laws, or investigate and gather facts to determine cause of fires and explosions."
33-2022,20.27,31.33,42.38,53.44,33-2022.00,Forest Fire Inspectors and Prevention Specialists,"Enforce fire regulations, inspect forest for fire hazards and recommend forest fire prevention or control measures. May report forest fires and weather conditions."
33-3011,10.87,15.57,20.26,24.96,33-3011.00,Bailiffs,Maintain order in courts of law.
33-3012,23.38,28.34,33.29,38.25,33-3012.00,Correctional Officers and Jailers,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions."
33-3021,41.00,52.29,63.58,74.87,33-3021.06,Intelligence Analysts,"Gather, analyze, or evaluate information from a variety of sources, such as law enforcement databases, surveillance, intelligence networks or geographic information systems. Use intelligence data to anticipate and prevent organized crime activities, such as terrorism."
33-3021,41.00,52.29,63.58,74.87,33-3021.05,Immigration and Customs Inspectors,"Investigate and inspect persons, common carriers, goods, and merchandise, arriving in or departing from the United States or between states to detect violations of immigration and customs laws and regulations."
33-3021,41.00,52.29,63.58,74.87,33-3021.03,Criminal Investigators and Special Agents,"Investigate alleged or suspected criminal violations of Federal, state, or local laws to determine if evidence is sufficient to recommend prosecution."
33-3021,41.00,52.29,63.58,74.87,33-3021.02,Police Identification and Records Officers,"Collect evidence at crime scene, classify and identify fingerprints, and photograph evidence for use in criminal and civil cases."
33-3021,41.00,52.29,63.58,74.87,33-3021.01,Police Detectives,Conduct investigations to prevent crimes or solve criminal cases.
33-3021,41.00,52.29,63.58,74.87,33-3021.00,Detectives and Criminal Investigators,"Conduct investigations related to suspected violations of Federal, State, or local laws to prevent or solve crimes."
33-3031,26.88,32.08,37.28,42.48,33-3031.00,Fish and Game Wardens,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.
33-3041,13.67,16.28,18.88,21.49,33-3041.00,Parking Enforcement Workers,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles."
33-3051,31.29,36.68,42.06,47.45,33-3051.03,Sheriffs and Deputy Sheriffs,"Enforce law and order in rural or unincorporated districts or serve legal processes of courts. May patrol courthouse, guard court or grand jury, or escort defendants."
33-3051,31.29,36.68,42.06,47.45,33-3051.01,Police Patrol Officers,"Patrol assigned area to enforce laws and ordinances, regulate traffic, control crowds, prevent crime, and arrest violators."
33-3051,31.29,36.68,42.06,47.45,33-3051.00,Police and Sheriffs Patrol Officers,"Maintain order and protect life and property by enforcing local, tribal, State, or Federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts."
33-3052,28.04,30.52,33.01,35.49,33-3052.00,Transit and Railroad Police,"Protect and police railroad and transit property, employees, or passengers."
33-9011,22.41,24.12,25.84,27.55,33-9011.00,Animal Control Workers,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals."
33-9021,20.45,26.64,32.84,39.03,33-9021.00,Private Detectives and Investigators,"Gather, analyze, compile and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment."
33-9031,22.48,25.43,28.38,31.33,33-9031.00,Gaming Surveillance Officers and Gaming Investigators,"Act as oversight and security agent for management and customers. Observe casino or casino hotel operation for irregular activities such as cheating or theft by either employees or patrons. May use one-way mirrors above the casino floor, cashiers cage, and from desk. Use of audio/video equipment is also common to observe operation of the business. Usually required to provide verbal and written reports of all violations and suspicious behavior to supervisor."
33-9032,11.78,16.94,22.11,27.27,33-9032.00,Security Guards,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment."
33-9091,13.41,16.32,19.23,22.14,33-9091.00,Crossing Guards,"Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites."
33-9092,8.44,9.56,10.68,11.80,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Monitor recreational areas, such as pools, beaches, or ski slopes to provide assistance and protection to participants."
33-9093,18.28,20.24,22.20,24.16,33-9093.00,Transportation Security Screeners,"Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints."
33-9099,13.40,17.02,20.63,24.25,33-9099.02,Retail Loss Prevention Specialists,"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets."
33-9099,13.40,17.02,20.63,24.25,33-9099.00,"Protective Service Workers, All Other",All protective service workers not listed separately.
35-1011,29.04,34.15,39.27,44.38,35-1011.00,Chefs and Head Cooks,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts."
35-1012,16.61,21.00,25.38,29.77,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Directly supervise and coordinate activities of workers engaged in preparing and serving food.
35-2011,8.53,10.00,11.48,12.95,35-2011.00,"Cooks, Fast Food",Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.
35-2012,13.02,16.15,19.28,22.41,35-2012.00,"Cooks, Institution and Cafeteria","Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias."
35-2013,17.61,29.88,42.14,54.41,35-2013.00,"Cooks, Private Household",Prepare meals in private homes. Includes personal chefs.
35-2014,11.27,13.50,15.72,17.95,35-2014.00,"Cooks, Restaurant","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu."
35-2015,11.49,12.21,12.94,13.66,35-2015.00,"Cooks, Short Order",Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.
35-2019,12.27,18.11,23.94,29.78,35-2019.00,"Cooks, All Other",All cooks not listed separately.
35-2021,8.38,10.24,12.10,13.96,35-2021.00,Food Preparation Workers,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea."
35-3011,8.87,13.96,19.04,24.13,35-3011.00,Bartenders,"Mix and serve drinks to patrons, directly or through waitstaff."
35-3021,8.68,11.17,13.65,16.14,35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",Perform duties which combine preparing and serving food and nonalcoholic beverages.
35-3022,8.68,11.17,13.65,16.14,35-3022.01,Baristas,Prepare or serve specialty coffee or other beverages. Serve food such as baked goods or sandwiches to patrons.
35-3022,8.68,11.17,13.65,16.14,35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",Serve food to diners at counter or from a steam table.
35-3031,10.02,14.61,19.19,23.78,35-3031.00,Waiters and Waitresses,Take orders and serve food and beverages to patrons at tables in dining establishment.
35-3041,10.44,12.22,13.99,15.77,35-3041.00,"Food Servers, Nonrestaurant","Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars."
35-9011,8.45,10.78,13.10,15.43,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,"Facilitate food service. Clean tables, remove dirty dishes, replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons."
35-9021,10.21,11.85,13.50,15.14,35-9021.00,Dishwashers,"Clean dishes, kitchen, food preparation equipment, or utensils."
35-9031,8.47,10.31,12.14,13.98,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service."
35-9099,11.33,14.51,17.69,20.87,35-9099.00,"Food Preparation and Serving Related Workers, All Other",All food preparation and serving related workers not listed separately.
37-1011,17.46,21.10,24.74,28.38,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,"Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments."
37-1012,22.14,27.85,33.56,39.27,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","Directly supervise and coordinate activities of workers engaged in landscaping or groundskeeping activities. Work may involve reviewing contracts to ascertain service, machine, and workforce requirements; answering inquiries from potential customers regarding methods, material, and price ranges; and preparing estimates according to labor, material, and machine costs."
37-2011,13.36,16.38,19.39,22.41,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Keep buildings in clean and orderly condition. Perform heavy cleaning duties, such as cleaning floors, shampooing rugs, washing walls and glass, and removing rubbish. Duties may include tending furnace and boiler, performing routine maintenance activities, notifying management of need for repairs, and cleaning snow or debris from sidewalk."
37-2012,10.48,12.62,14.75,16.89,37-2012.00,Maids and Housekeeping Cleaners,"Perform any combination of light cleaning duties to maintain private households or commercial establishments, such as hotels and hospitals, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning rooms and halls, and vacuuming."
37-2019,13.96,20.55,27.15,33.74,37-2019.00,"Building Cleaning Workers, All Other",All building cleaning workers not listed separately.
37-2021,16.99,20.62,24.26,27.89,37-2021.00,Pest Control Workers,Apply or release chemical solutions or toxic gases and set traps to kill or remove pests and vermin that infest buildings and surrounding areas.
37-3011,15.12,17.82,20.51,23.21,37-3011.00,Landscaping and Groundskeeping Workers,"Landscape or maintain grounds of property using hand or power tools or equipment. Workers typically perform a variety of tasks, which may include any combination of the following: sod laying, mowing, trimming, planting, watering, fertilizing, digging, raking, sprinkler installation, and installation of mortarless segmental concrete masonry wall units."
37-3012,17.92,21.35,24.77,28.20,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Mix or apply pesticides, herbicides, fungicides, or insecticides through sprays, dusts, vapors, soil incorporation, or chemical application on trees, shrubs, lawns, or botanical crops. Usually requires specific training and State or Federal certification."
37-3013,21.99,23.93,25.87,27.81,37-3013.00,Tree Trimmers and Pruners,"Using sophisticated climbing and rigging techniques, cut away dead or excess branches from trees or shrubs to maintain right-of-way for roads, sidewalks, or utilities, or to improve appearance, health, and value of tree. Prune or treat trees or shrubs using handsaws, hand pruners, clippers, and power pruners. Works off the ground in the tree canopy and may use truck-mounted lifts."
37-3019,30.60,31.09,31.59,32.08,37-3019.00,"Grounds Maintenance Workers, All Other",All grounds maintenance workers not listed separately.
39-1011,21.78,27.24,32.69,38.15,39-1011.00,Gaming Supervisors,Supervise and coordinate activities of workers in assigned gaming areas. Circulate among tables and observe operations. Ensure that stations and games are covered for each shift. May explain and interpret operating rules of house to patrons. May plan and organize activities and services for guests in hotels/casinos. May address service complaints.
39-1012,21.78,27.24,32.69,38.15,39-1012.00,Slot Supervisors,Supervise and coordinate activities of slot department workers to provide service to patrons. Handle and settle complaints of players. Verify and pay off jackpots. Reset slot machines after payoffs. Make repairs or adjustments to slot machines or recommend removal of slot machines for repair. Report hazards and enforce safety rules.
39-1021,13.97,19.18,24.38,29.59,39-1021.01,Spa Managers,"Plan, direct, or coordinate activities of a spa facility. Coordinate programs, schedule and direct staff, and oversee financial activities."
39-1021,13.97,19.18,24.38,29.59,39-1021.00,First-Line Supervisors of Personal Service Workers,"Directly supervise and coordinate activities of personal service workers, such as flight attendants, hairdressers, or caddies."
39-2011,12.60,14.93,17.25,19.58,39-2011.00,Animal Trainers,"Train animals for riding, harness, security, performance, or obedience, or assisting persons with disabilities. Accustom animals to human voice and contact; and condition animals to respond to commands. Train animals according to prescribed standards for show or competition. May train animals to carry pack loads or work as part of pack team."
39-2021,10.97,16.24,21.52,26.79,39-2021.00,Nonfarm Animal Caretakers,"Feed, water, groom, bathe, exercise, or otherwise care for pets and other nonfarm animals, such as dogs, cats, ornamental fish or birds, zoo animals, and mice. Work in settings such as kennels, animal shelters, zoos, circuses, and aquariums. May keep records of feedings, treatments, and animals received or discharged. May clean, disinfect, and repair cages, pens, or fish tanks."
